source,target,weight
G639,G4175,0.905
G639,G4194,0.921
G639,G4306,0.884
G639,G4351,0.869
G639,G4429,0.92
G640,G708,0.857
G641,G682,0.741
G641,G772,0.779
G641,G795,0.7
G641,G833,0.687
G641,G834,0.735
G641,G863,0.754
G641,G885,0.718
G641,G906,0.74
G641,G924,0.722
G641,G1245,0.709
G641,G1257,0.667
G641,G1281,0.76
G641,G1306,0.726
G641,G1352,0.735
G641,G1371,0.776
G641,G1395,0.696
G641,G1581,0.696
G641,G1623,0.673
G641,G1727,0.669
G641,G1734,0.693
G641,G1772,0.676
G641,G1813,0.768
G641,G1824,0.67
G641,G1838,0.671
G641,G1888,0.709
G641,G1902,0.794
G641,G1909,0.747
G641,G1944,0.708
G641,G2023,0.681
G641,G2132,0.698
G641,G2145,0.737
G641,G2153,0.703
G641,G2162,0.724
G641,G2294,0.786
G641,G2405,0.67
G641,G2428,0.754
G641,G2556,0.714
G641,G2606,0.705
G641,G2621,0.72
G641,G2635,0.723
G641,G2720,0.739
G641,G2843,0.73
G641,G2854,0.743
G641,G2868,0.705
G641,G2901,0.709
G641,G2925,0.691
G641,G2932,0.744
G641,G2992,0.784
G641,G3016,0.793
G641,G3100,0.752
G641,G3107,0.685
G641,G3187,0.735
G641,G3211,0.717
G641,G3220,0.765
G641,G3255,0.761
G641,G3389,0.69
G641,G3428,0.749
G641,G3464,0.71
G641,G3465,0.669
G641,G3473,0.691
G641,G3500,0.706
G641,G3544,0.759
G641,G3669,0.728
G641,G3711,0.694
G641,G3722,0.67
G641,G3782,0.68
G641,G3850,0.689
G641,G3934,0.683
G641,G4001,0.691
G641,G4030,0.768
G641,G4031,0.677
G641,G4122,0.677
G641,G4156,0.727
G641,G4319,0.691
G641,G4321,0.669
G641,G4370,0.681
G641,G4469,0.747
G641,G4482,0.718
G644,G654,0.678
G644,G997,0.717
G644,G1764,0.712
G644,G2209,0.67
G644,G2599,0.67
G644,G2689,0.699
G644,G3254,0.667
G644,G3346,0.68
G644,G3507,0.697
G644,G4216,0.724
G644,G4378,0.669
G646,G3281,0.688
G647,G689,0.862
G647,G865,0.667
G647,G2428,0.682
G647,G2614,0.752
G647,G2892,0.686
G650,G700,0.728
G650,G797,0.726
G650,G1027,0.805
G650,G1087,0.879
G650,G1182,0.737
G650,G1256,0.758
G650,G1434,0.678
G650,G1492,0.673
G650,G1616,0.776
G650,G1647,0.703
G650,G1672,0.683
G650,G1842,0.795
G650,G1897,0.676
G650,G1906,0.751
G650,G1953,0.695
G650,G1959,0.684
G650,G1969,0.84
G650,G1990,0.881
G650,G2199,0.728
G650,G2318,0.698
G650,G2513,0.693
G650,G2613,0.713
G650,G2678,0.681
G650,G2845,0.804
G650,G2957,0.736
G650,G3114,0.778
G650,G3144,0.915
G650,G3188,0.717
G650,G3294,0.854
G650,G3534,0.69
G650,G3622,0.841
G650,G3806,0.822
G650,G3813,0.743
G650,G4019,0.811
G650,G4086,0.831
G650,G4117,0.878
G650,G4455,0.684
G650,G4476,0.697
G650,G4488,0.691
G650,G4505,0.696
G652,G654,0.694
G652,G739,0.685
G652,G758,0.672
G652,G768,0.699
G652,G794,0.711
G652,G825,0.696
G652,G833,0.673
G652,G843,0.721
G652,G921,0.668
G652,G1163,0.705
G652,G1273,0.677
G652,G1321,0.701
G652,G1355,0.677
G652,G1483,0.682
G652,G1540,0.711
G652,G1624,0.697
G652,G1676,0.67
G652,G1817,0.671
G652,G1820,0.721
G652,G1821,0.676
G652,G1838,0.688
G652,G2186,0.718
G652,G2209,0.704
G652,G2230,0.724
G652,G2405,0.731
G652,G2415,0.673
G652,G2425,0.668
G652,G2549,0.673
G652,G2574,0.708
G652,G2593,0.72
G652,G2741,0.723
G652,G2827,0.735
G652,G2995,0.671
G652,G3068,0.711
G652,G3103,0.677
G652,G3107,0.738
G652,G3182,0.692
G652,G3190,0.685
G652,G3388,0.68
G652,G3473,0.699
G652,G3501,0.752
G652,G3744,0.712
G652,G3763,0.727
G652,G3809,0.724
G652,G3934,0.668
G652,G3969,0.677
G652,G4031,0.729
G652,G4319,0.728
G652,G4353,0.675
G652,G4468,0.68
G654,G758,0.766
G654,G768,0.669
G654,G772,0.697
G654,G794,0.713
G654,G825,0.764
G654,G837,0.686
G654,G843,0.738
G654,G865,0.743
G654,G885,0.689
G654,G921,0.758
G654,G1163,0.703
G654,G1165,0.736
G654,G1212,0.698
G654,G1273,0.736
G654,G1291,0.687
G654,G1306,0.69
G654,G1321,0.676
G654,G1352,0.68
G654,G1355,0.674
G654,G1533,0.693
G654,G1537,0.798
G654,G1540,0.814
G654,G1581,0.671
G654,G1582,0.703
G654,G1624,0.721
G654,G1676,0.688
G654,G1679,0.677
G654,G1712,0.692
G654,G1811,0.785
G654,G1812,0.736
G654,G1813,0.769
G654,G1820,0.722
G654,G1821,0.675
G654,G1829,0.69
G654,G1838,0.716
G654,G1845,0.76
G654,G1864,0.725
G654,G1902,0.695
G654,G1955,0.675
G654,G1958,0.754
G654,G1988,0.746
G654,G2005,0.671
G654,G2029,0.7
G654,G2049,0.707
G654,G2124,0.701
G654,G2131,0.692
G654,G2162,0.705
G654,G2186,0.713
G654,G2192,0.737
G654,G2198,0.672
G654,G2209,0.843
G654,G2230,0.702
G654,G2251,0.71
G654,G2345,0.667
G654,G2389,0.68
G654,G2405,0.793
G654,G2415,0.686
G654,G2428,0.699
G654,G2454,0.731
G654,G2549,0.686
G654,G2593,0.727
G654,G2600,0.825
G654,G2686,0.685
G654,G2702,0.687
G654,G2757,0.691
G654,G2762,0.673
G654,G2816,0.667
G654,G2827,0.793
G654,G2838,0.732
G654,G2867,0.691
G654,G2925,0.685
G654,G2932,0.754
G654,G3014,0.685
G654,G3016,0.685
G654,G3049,0.696
G654,G3068,0.782
G654,G3075,0.695
G654,G3103,0.734
G654,G3107,0.825
G654,G3113,0.763
G654,G3148,0.673
G654,G3182,0.734
G654,G3190,0.815
G654,G3211,0.717
G654,G3246,0.791
G654,G3318,0.735
G654,G3388,0.709
G654,G3395,0.735
G654,G3465,0.709
G654,G3473,0.785
G654,G3500,0.734
G654,G3501,0.788
G654,G3512,0.69
G654,G3545,0.75
G654,G3573,0.674
G654,G3580,0.715
G654,G3609,0.718
G654,G3659,0.682
G654,G3669,0.678
G654,G3705,0.694
G654,G3758,0.679
G654,G3763,0.779
G654,G3886,0.832
G654,G3907,0.672
G654,G3934,0.681
G654,G3954,0.69
G654,G3968,0.687
G654,G3969,0.709
G654,G3993,0.708
G654,G4004,0.683
G654,G4031,0.793
G654,G4067,0.678
G654,G4093,0.669
G654,G4104,0.681
G654,G4111,0.713
G654,G4126,0.706
G654,G4138,0.671
G654,G4179,0.695
G654,G4205,0.67
G654,G4319,0.82
G654,G4321,0.743
G654,G4340,0.691
G654,G4353,0.75
G654,G4359,0.668
G654,G4370,0.7
G654,G4392,0.667
G654,G4401,0.709
G654,G4412,0.672
G654,G4433,0.689
G654,G4471,0.785
G654,G4482,0.668
G656,G1451,0.667
G657,G675,0.674
G657,G690,0.716
G657,G770,0.803
G657,G785,0.682
G657,G788,0.775
G657,G804,0.798
G657,G810,0.81
G657,G882,0.699
G657,G943,0.696
G657,G982,0.707
G657,G992,0.811
G657,G1004,0.701
G657,G1009,0.707
G657,G1049,0.699
G657,G1065,0.688
G657,G1092,0.67
G657,G1099,0.774
G657,G1127,0.736
G657,G1135,0.771
G657,G1138,0.737
G657,G1154,0.736
G657,G1184,0.704
G657,G1234,0.744
G657,G1263,0.674
G657,G1310,0.729
G657,G1369,0.704
G657,G1422,0.678
G657,G1430,0.673
G657,G1443,0.673
G657,G1460,0.825
G657,G1468,0.785
G657,G1481,0.672
G657,G1487,0.815
G657,G1500,0.733
G657,G1544,0.683
G657,G1546,0.825
G657,G1559,0.695
G657,G1560,0.852
G657,G1617,0.687
G657,G1621,0.784
G657,G1651,0.803
G657,G1749,0.716
G657,G1770,0.676
G657,G1773,0.74
G657,G1780,0.729
G657,G1784,0.734
G657,G1806,0.728
G657,G1809,0.673
G657,G1834,0.685
G657,G1914,0.718
G657,G2057,0.667
G657,G2063,0.788
G657,G2082,0.754
G657,G2085,0.69
G657,G2086,0.734
G657,G2177,0.755
G657,G2184,0.69
G657,G2190,0.676
G657,G2247,0.674
G657,G2248,0.686
G657,G2256,0.771
G657,G2259,0.808
G657,G2285,0.793
G657,G2364,0.722
G657,G2386,0.676
G657,G2390,0.711
G657,G2401,0.807
G657,G2402,0.728
G657,G2416,0.681
G657,G2418,0.675
G657,G2434,0.677
G657,G2452,0.761
G657,G2476,0.756
G657,G2485,0.706
G657,G2509,0.788
G657,G2544,0.797
G657,G2579,0.788
G657,G2591,0.831
G657,G2648,0.781
G657,G2653,0.687
G657,G2683,0.683
G657,G2771,0.763
G657,G2798,0.828
G657,G2828,0.678
G657,G2853,0.676
G657,G2890,0.744
G657,G2902,0.784
G657,G2904,0.701
G657,G2955,0.761
G657,G2982,0.693
G657,G2993,0.713
G657,G3040,0.712
G657,G3136,0.732
G657,G3152,0.698
G657,G3193,0.772
G657,G3215,0.73
G657,G3219,0.767
G657,G3247,0.686
G657,G3285,0.691
G657,G3300,0.686
G657,G3309,0.765
G657,G3322,0.679
G657,G3342,0.719
G657,G3354,0.75
G657,G3414,0.791
G657,G3420,0.744
G657,G3436,0.684
G657,G3517,0.817
G657,G3535,0.711
G657,G3565,0.792
G657,G3566,0.712
G657,G3571,0.721
G657,G3594,0.735
G657,G3631,0.806
G657,G3663,0.718
G657,G3677,0.702
G657,G3715,0.769
G657,G3720,0.727
G657,G3791,0.669
G657,G3818,0.68
G657,G3830,0.76
G657,G3860,0.722
G657,G3869,0.738
G657,G3889,0.827
G657,G3975,0.693
G657,G3981,0.72
G657,G4007,0.676
G657,G4024,0.699
G657,G4048,0.691
G657,G4077,0.677
G657,G4088,0.696
G657,G4092,0.702
G657,G4095,0.692
G657,G4103,0.668
G657,G4116,0.672
G657,G4160,0.688
G657,G4165,0.736
G657,G4176,0.73
G657,G4183,0.807
G657,G4189,0.757
G657,G4190,0.697
G657,G4219,0.733
G657,G4254,0.77
G657,G4272,0.772
G657,G4285,0.676
G657,G4295,0.682
G657,G4314,0.703
G657,G4388,0.684
G657,G4406,0.674
G657,G4421,0.768
G657,G4473,0.72
G657,G4475,0.684
G657,G4480,0.747
G657,G4486,0.774
G659,G2127,0.733
G659,G2404,0.919
G659,G2981,0.812
G662,G724,0.677
G662,G1004,0.69
G662,G2587,0.701
G662,G2927,0.677
G662,G3340,0.814
G662,G3381,0.698
G662,G3715,0.716
G662,G3724,0.766
G662,G4190,0.682
G662,G4272,0.674
G663,G2227,0.668
G664,G985,0.727
G664,G1069,0.673
G664,G1081,0.687
G664,G1200,0.73
G664,G1466,0.854
G664,G2366,0.675
G664,G3888,0.741
G666,G896,0.819
G666,G1063,0.784
G666,G1095,0.804
G666,G1116,0.882
G666,G1119,0.889
G666,G1191,0.764
G666,G1193,0.693
G666,G1391,0.683
G666,G1503,0.685
G666,G1619,0.699
G666,G1639,0.772
G666,G1764,0.709
G666,G1874,0.69
G666,G1884,0.704
G666,G1927,0.737
G666,G1951,0.722
G666,G1966,0.711
G666,G1983,0.67
G666,G2053,0.689
G666,G2168,0.739
G666,G2289,0.692
G666,G2314,0.935
G666,G2315,0.752
G666,G2339,0.753
G666,G2514,0.84
G666,G2554,0.676
G666,G2668,0.78
G666,G2709,0.938
G666,G2821,0.815
G666,G2929,0.913
G666,G2996,0.734
G666,G3032,0.818
G666,G3054,0.85
G666,G3147,0.764
G666,G3162,0.929
G666,G3271,0.774
G666,G3346,0.67
G666,G3494,0.76
G666,G3507,0.676
G666,G3603,0.696
G666,G3814,0.722
G666,G3824,0.673
G666,G3867,0.735
G666,G3914,0.669
G666,G4215,0.679
G666,G4224,0.674
G666,G4271,0.935
G666,G4312,0.799
G666,G4416,0.697
G666,G4489,0.705
G666,G4496,0.736
G667,G3218,0.679
G668,G2300,0.679
G671,G996,0.694
G671,G1404,0.67
G671,G1616,0.765
G671,G1790,0.872
G671,G2134,0.729
G671,G2225,0.779
G671,G2468,0.942
G671,G2721,0.687
G671,G2845,0.761
G671,G3806,0.727
G671,G4019,0.752
G671,G4086,0.694
G671,G4246,0.778
G671,G4455,0.698
G672,G964,0.67
G672,G974,0.692
G672,G993,0.72
G672,G1022,0.691
G672,G1163,0.711
G672,G1206,0.67
G672,G1390,0.668
G672,G1561,0.689
G672,G1574,0.696
G672,G1624,0.679
G672,G1676,0.715
G672,G1679,0.746
G672,G1820,0.69
G672,G1955,0.703
G672,G2084,0.669
G672,G2096,0.68
G672,G2295,0.683
G672,G2439,0.69
G672,G2454,0.69
G672,G2549,0.725
G672,G2600,0.681
G672,G2686,0.71
G672,G2762,0.7
G672,G2867,0.677
G672,G3182,0.715
G672,G3501,0.708
G672,G3646,0.669
G672,G3694,0.688
G672,G3758,0.711
G672,G3763,0.685
G672,G3809,0.743
G672,G3886,0.668
G672,G3923,0.721
G672,G4126,0.698
G672,G4210,0.687
G673,G1608,0.7
G673,G1891,0.757
G673,G2424,0.822
G673,G3529,0.929
G673,G3771,0.711
G673,G4047,0.696
G673,G4134,0.7
G673,G4356,0.673
G674,G2234,0.745
G674,G3772,0.69
G675,G770,0.74
G675,G785,0.756
G675,G788,0.755
G675,G804,0.732
G675,G810,0.704
G675,G828,0.668
G675,G882,0.764
G675,G979,0.693
G675,G982,0.692
G675,G992,0.744
G675,G1023,0.706
G675,G1124,0.696
G675,G1138,0.777
G675,G1184,0.671
G675,G1198,0.695
G675,G1265,0.692
G675,G1301,0.72
G675,G1315,0.698
G675,G1422,0.708
G675,G1460,0.749
G675,G1481,0.736
G675,G1487,0.675
G675,G1544,0.752
G675,G1546,0.678
G675,G1560,0.729
G675,G1621,0.687
G675,G1651,0.698
G675,G1714,0.768
G675,G1745,0.783
G675,G1749,0.799
G675,G1780,0.727
G675,G1784,0.703
G675,G1822,0.67
G675,G1914,0.795
G675,G2063,0.706
G675,G2079,0.691
G675,G2085,0.709
G675,G2086,0.679
G675,G2256,0.697
G675,G2259,0.726
G675,G2401,0.675
G675,G2402,0.671
G675,G2416,0.697
G675,G2434,0.7
G675,G2452,0.686
G675,G2476,0.82
G675,G2495,0.693
G675,G2509,0.805
G675,G2579,0.746
G675,G2591,0.733
G675,G2643,0.68
G675,G2683,0.736
G675,G2732,0.7
G675,G2771,0.721
G675,G2798,0.674
G675,G2850,0.692
G675,G2853,0.711
G675,G2902,0.783
G675,G2975,0.734
G675,G2993,0.706
G675,G3136,0.728
G675,G3178,0.693
G675,G3193,0.711
G675,G3247,0.688
G675,G3322,0.694
G675,G3414,0.718
G675,G3420,0.784
G675,G3456,0.737
G675,G3517,0.689
G675,G3535,0.669
G675,G3565,0.701
G675,G3566,0.682
G675,G3571,0.692
G675,G3593,0.69
G675,G3594,0.74
G675,G3631,0.702
G675,G3670,0.673
G675,G3677,0.732
G675,G3682,0.674
G675,G3690,0.737
G675,G3696,0.677
G675,G3715,0.701
G675,G3718,0.755
G675,G3720,0.687
G675,G3791,0.767
G675,G3802,0.679
G675,G3826,0.733
G675,G3889,0.687
G675,G3945,0.714
G675,G3975,0.681
G675,G4077,0.739
G675,G4103,0.712
G675,G4176,0.675
G675,G4183,0.714
G675,G4189,0.764
G675,G4254,0.767
G675,G4295,0.691
G675,G4363,0.702
G675,G4406,0.709
G675,G4421,0.747
G675,G4473,0.715
G675,G4480,0.696
G675,G4486,0.669
G677,G927,0.742
G677,G1175,0.801
G677,G1599,0.678
G677,G2211,0.714
G677,G2484,0.684
G677,G2601,0.697
G677,G2664,0.812
G678,G2043,0.676
G678,G2651,0.67
G678,G2758,0.74
G678,G3073,0.758
G678,G3221,0.693
G678,G3610,0.776
G678,G3739,0.777
G679,G1187,0.675
G679,G4114,0.69
G680,G2003,0.689
G680,G3536,0.733
G680,G3870,0.671
G680,G4253,0.689
G680,G4321,0.668
G680,G4346,0.679
G680,G4501,0.725
G682,G689,0.689
G682,G730,0.679
G682,G834,0.68
G682,G863,0.713
G682,G865,0.716
G682,G906,0.727
G682,G924,0.709
G682,G1081,0.668
G682,G1181,0.68
G682,G1257,0.679
G682,G1281,0.68
G682,G1282,0.696
G682,G1306,0.691
G682,G1352,0.668
G682,G1371,0.683
G682,G1537,0.756
G682,G1581,0.765
G682,G1587,0.685
G682,G1623,0.724
G682,G1632,0.742
G682,G1734,0.729
G682,G1772,0.693
G682,G1813,0.774
G682,G1888,0.683
G682,G1902,0.707
G682,G1909,0.768
G682,G1918,0.703
G682,G1935,0.687
G682,G2023,0.735
G682,G2153,0.714
G682,G2294,0.716
G682,G2345,0.709
G682,G2380,0.75
G682,G2389,0.689
G682,G2405,0.691
G682,G2428,0.774
G682,G2496,0.698
G682,G2635,0.68
G682,G2720,0.678
G682,G2854,0.699
G682,G2925,0.672
G682,G2932,0.789
G682,G2962,0.677
G682,G2992,0.701
G682,G3016,0.696
G682,G3049,0.737
G682,G3083,0.709
G682,G3100,0.667
G682,G3107,0.722
G682,G3187,0.72
G682,G3211,0.751
G682,G3389,0.698
G682,G3465,0.695
G682,G3473,0.717
G682,G3711,0.776
G682,G3850,0.731
G682,G3907,0.712
G682,G4122,0.703
G682,G4216,0.691
G682,G4319,0.736
G682,G4370,0.683
G682,G4425,0.695
G682,G4482,0.732
G684,G1730,0.943
G684,G1950,0.929
G684,G2082,0.673
G684,G2238,0.684
G684,G2321,0.895
G684,G2516,0.751
G684,G2527,0.886
G684,G2637,0.975
G684,G2707,0.942
G684,G2982,0.685
G684,G3129,0.853
G684,G3831,0.922
G684,G3861,0.696
G684,G4344,0.873
G685,G730,0.725
G685,G791,0.714
G685,G997,0.701
G685,G1113,0.805
G685,G1458,0.702
G685,G1993,0.719
G685,G2171,0.785
G685,G2394,0.677
G685,G2796,0.672
G685,G2971,0.669
G685,G3287,0.715
G685,G3431,0.672
G685,G3475,0.736
G685,G3680,0.766
G685,G3954,0.683
G685,G4510,0.683
G686,G2619,0.713
G686,G2751,0.679
G686,G4143,0.672
G686,G4252,0.705
G688,G1047,0.78
G688,G2626,0.802
G688,G3586,0.791
G688,G4035,0.676
G688,G4251,0.811
G689,G730,0.687
G689,G834,0.709
G689,G863,0.731
G689,G865,0.708
G689,G1245,0.707
G689,G1352,0.67
G689,G1632,0.679
G689,G1772,0.671
G689,G1813,0.679
G689,G1902,0.67
G689,G2294,0.716
G689,G2380,0.678
G689,G2428,0.723
G689,G2614,0.736
G689,G2901,0.687
G689,G2925,0.67
G689,G2962,0.687
G689,G3100,0.668
G689,G4370,0.676
G689,G4376,0.717
G689,G4482,0.696
G690,G804,0.694
G690,G810,0.681
G690,G982,0.736
G690,G992,0.691
G690,G1099,0.927
G690,G1260,0.674
G690,G1318,0.678
G690,G1421,0.738
G690,G1460,0.725
G690,G1560,0.711
G690,G1780,0.67
G690,G2082,0.716
G690,G2248,0.675
G690,G2436,0.67
G690,G2544,0.672
G690,G2798,0.7
G690,G2982,0.695
G690,G3197,0.714
G690,G3285,0.686
G690,G3322,0.706
G690,G3342,0.686
G690,G3414,0.783
G690,G3565,0.703
G690,G3571,0.74
G690,G3631,0.685
G690,G3686,0.708
G690,G3690,0.697
G690,G3869,0.711
G690,G3889,0.681
G690,G3975,0.698
G690,G4103,0.679
G690,G4176,0.681
G690,G4183,0.719
G690,G4189,0.694
G690,G4219,0.702
G690,G4223,0.673
G690,G4295,0.67
G690,G4300,0.692
G690,G4314,0.674
G690,G4467,0.672
G690,G4480,0.675
G692,G3868,0.741
G694,G733,0.691
G694,G1044,0.776
G694,G1185,0.73
G694,G1327,0.764
G694,G1405,0.702
G694,G1619,0.678
G694,G1900,0.739
G694,G1951,0.699
G694,G1971,0.703
G694,G2053,0.695
G694,G2219,0.738
G694,G2611,0.796
G694,G2866,0.702
G694,G2956,0.704
G694,G3123,0.69
G694,G3366,0.682
G694,G3377,0.745
G694,G3397,0.691
G694,G3698,0.682
G694,G3765,0.678
G694,G3862,0.683
G694,G4313,0.695
G694,G4402,0.719
G694,G4489,0.699
G695,G770,0.69
G695,G785,0.676
G695,G828,0.681
G695,G1124,0.74
G695,G1184,0.771
G695,G1460,0.707
G695,G1474,0.69
G695,G1481,0.727
G695,G1560,0.679
G695,G1617,0.688
G695,G1654,0.747
G695,G1692,0.712
G695,G1770,0.778
G695,G1801,0.711
G695,G2045,0.671
G695,G2050,0.709
G695,G2079,0.798
G695,G2416,0.694
G695,G2509,0.671
G695,G2555,0.723
G695,G2591,0.713
G695,G2819,0.714
G695,G2902,0.706
G695,G3178,0.687
G695,G3247,0.768
G695,G3289,0.668
G695,G3517,0.691
G695,G3670,0.755
G695,G3802,0.694
G695,G3868,0.71
G695,G4007,0.775
G695,G4421,0.686
G695,G4473,0.739
G697,G1181,0.676
G697,G1812,0.674
G697,G1824,0.747
G697,G1902,0.669
G697,G1909,0.677
G697,G1918,0.749
G697,G2345,0.692
G697,G2606,0.704
G697,G2932,0.678
G697,G3016,0.68
G697,G3711,0.691
G697,G3850,0.702
G697,G4158,0.693
G697,G4330,0.694
G697,G4370,0.668
G697,G4412,0.667
G697,G4482,0.677
G698,G749,0.685
G698,G791,0.789
G698,G865,0.677
G698,G896,0.691
G698,G997,0.766
G698,G1054,0.825
G698,G1113,0.71
G698,G1140,0.888
G698,G1185,0.723
G698,G1193,0.791
G698,G1201,0.832
G698,G1291,0.797
G698,G1343,0.861
G698,G1391,0.698
G698,G1458,0.796
G698,G1480,0.755
G698,G1503,0.785
G698,G1585,0.729
G698,G1619,0.716
G698,G1731,0.695
G698,G1764,0.821
G698,G1787,0.78
G698,G1793,0.723
G698,G1805,0.67
G698,G1829,0.718
G698,G1862,0.752
G698,G1884,0.695
G698,G1927,0.742
G698,G1951,0.691
G698,G1952,0.742
G698,G1971,0.668
G698,G1983,0.821
G698,G1993,0.755
G698,G2017,0.764
G698,G2053,0.815
G698,G2168,0.788
G698,G2178,0.763
G698,G2209,0.716
G698,G2219,0.673
G698,G2289,0.716
G698,G2315,0.77
G698,G2339,0.804
G698,G2343,0.721
G698,G2380,0.671
G698,G2394,0.799
G698,G2482,0.75
G698,G2514,0.672
G698,G2554,0.859
G698,G2557,0.671
G698,G2607,0.715
G698,G2617,0.762
G698,G2622,0.784
G698,G2673,0.841
G698,G2689,0.698
G698,G2704,0.743
G698,G2709,0.719
G698,G2752,0.855
G698,G2783,0.709
G698,G2792,0.784
G698,G2866,0.793
G698,G2960,0.754
G698,G2971,0.733
G698,G2996,0.794
G698,G3014,0.709
G698,G3037,0.744
G698,G3054,0.756
G698,G3075,0.792
G698,G3110,0.797
G698,G3150,0.763
G698,G3165,0.748
G698,G3209,0.696
G698,G3213,0.777
G698,G3246,0.711
G698,G3254,0.831
G698,G3274,0.668
G698,G3312,0.675
G698,G3318,0.844
G698,G3329,0.735
G698,G3346,0.87
G698,G3366,0.77
G698,G3377,0.756
G698,G3397,0.708
G698,G3399,0.672
G698,G3440,0.689
G698,G3475,0.754
G698,G3482,0.703
G698,G3507,0.792
G698,G3512,0.682
G698,G3553,0.686
G698,G3616,0.711
G698,G3624,0.677
G698,G3658,0.682
G698,G3659,0.717
G698,G3723,0.801
G698,G3754,0.758
G698,G3765,0.715
G698,G3824,0.823
G698,G3856,0.722
G698,G3867,0.715
G698,G3880,0.802
G698,G3906,0.753
G698,G3954,0.749
G698,G4039,0.772
G698,G4067,0.694
G698,G4201,0.742
G698,G4215,0.683
G698,G4216,0.692
G698,G4224,0.747
G698,G4269,0.668
G698,G4271,0.691
G698,G4313,0.721
G698,G4340,0.846
G698,G4378,0.882
G698,G4381,0.74
G698,G4402,0.74
G698,G4416,0.798
G698,G4440,0.812
G698,G4489,0.807
G698,G4496,0.726
G698,G4507,0.693
G700,G797,0.732
G700,G1027,0.713
G700,G1087,0.743
G700,G1182,0.699
G700,G1256,0.7
G700,G1404,0.705
G700,G1616,0.719
G700,G1647,0.826
G700,G1672,0.672
G700,G1842,0.725
G700,G1906,0.873
G700,G1969,0.756
G700,G1990,0.68
G700,G2199,0.681
G700,G2276,0.724
G700,G2445,0.667
G700,G2678,0.763
G700,G2845,0.717
G700,G2957,0.718
G700,G3114,0.732
G700,G3144,0.754
G700,G3188,0.688
G700,G3294,0.716
G700,G3497,0.685
G700,G3534,0.672
G700,G3622,0.717
G700,G3806,0.719
G700,G3813,0.768
G700,G4019,0.754
G700,G4086,0.786
G700,G4117,0.707
G700,G4434,0.667
G700,G4476,0.882
G700,G4488,0.72
G702,G965,0.883
G702,G1578,0.78
G702,G2238,0.718
G702,G3351,0.717
G702,G3562,0.961
G702,G3861,0.673
G702,G4020,0.852
G702,G4303,0.744
G704,G3071,0.729
G705,G2636,0.744
G711,G2136,0.67
G711,G3799,0.681
G712,G1957,0.685
G712,G2687,0.691
G712,G2883,0.727
G712,G3418,0.67
G713,G1038,0.737
G713,G1315,0.723
G713,G1429,0.717
G713,G1613,0.766
G713,G1714,0.675
G713,G1784,0.68
G713,G1965,0.786
G713,G2156,0.734
G713,G2166,0.679
G713,G2369,0.674
G713,G2934,0.716
G713,G2977,0.686
G713,G3136,0.698
G713,G3571,0.68
G713,G3593,0.673
G713,G3684,0.668
G713,G3975,0.732
G713,G4365,0.674
G713,G4480,0.676
G714,G1537,0.678
G714,G1633,0.71
G714,G3275,0.671
G714,G3382,0.672
G716,G755,0.811
G716,G788,0.72
G716,G804,0.701
G716,G810,0.787
G716,G992,0.752
G716,G1004,0.698
G716,G1023,0.696
G716,G1049,0.721
G716,G1092,0.71
G716,G1173,0.701
G716,G1335,0.75
G716,G1439,0.821
G716,G1468,0.832
G716,G1487,0.706
G716,G1500,0.865
G716,G1559,0.819
G716,G1621,0.79
G716,G1773,0.808
G716,G1784,0.672
G716,G1806,0.851
G716,G1834,0.742
G716,G2057,0.821
G716,G2063,0.74
G716,G2076,0.728
G716,G2082,0.673
G716,G2085,0.715
G716,G2161,0.856
G716,G2241,0.744
G716,G2322,0.684
G716,G2357,0.816
G716,G2476,0.691
G716,G2485,0.79
G716,G2591,0.68
G716,G2798,0.818
G716,G2904,0.783
G716,G2923,0.669
G716,G2955,0.86
G716,G2982,0.669
G716,G2993,0.693
G716,G3040,0.834
G716,G3309,0.82
G716,G3340,0.679
G716,G3436,0.881
G716,G3517,0.69
G716,G3566,0.704
G716,G3571,0.682
G716,G3631,0.79
G716,G3657,0.729
G716,G3677,0.723
G716,G3684,0.706
G716,G3715,0.68
G716,G3804,0.773
G716,G3830,0.816
G716,G3860,0.788
G716,G3869,0.677
G716,G3889,0.805
G716,G3981,0.739
G716,G4048,0.755
G716,G4088,0.683
G716,G4112,0.89
G716,G4116,0.71
G716,G4165,0.827
G716,G4190,0.898
G716,G4200,0.803
G716,G4272,0.81
G716,G4322,0.693
G716,G4467,0.667
G716,G4480,0.673
G719,G2893,0.817
G719,G4213,0.678
G724,G883,0.726
G724,G1009,0.668
G724,G1227,0.68
G724,G1234,0.682
G724,G1487,0.738
G724,G1546,0.673
G724,G2086,0.67
G724,G2259,0.671
